Id,Date,QuantiteFacturee,NumeroFacture,NumLigne,Prix_Vente_TND,Cout_Unitaire_TND,Ventes_Mensuelles_Unites,CA_Mensuel_TND,Profit_Mensuel_TND,Date_Derniere_Vente,ArticleId
131,2023-07-10 08:16:06,7,FAC347996,58,465.02,309.74,195,90678.9,27111.7,2023-07-10 08:16:06,930
132,2023-07-12 04:59:55,14,FAC593248,69,483.7,294.12,475,229757.5,27645.13,2023-07-12 04:59:55,275
133,2024-09-24 07:23:38,7,FAC623929,86,78.68,57.19,287,22581.16,5604.27,2024-09-24 07:23:38,274
134,2024-12-17 09:25:05,33,FAC974468,21,1631.47,1271.97,145,236563.15,27213.21,2024-12-17 09:25:05,173
135,2024-06-19 10:13:27,41,FAC717604,69,1323.88,908.79,301,398487.88,111119.64,2024-06-19 10:13:27,271
136,2024-09-25 11:42:41,12,FAC540263,22,1501.55,1292.89,149,223730.95,34056.25,2024-09-25 11:42:41,326
137,2023-03-17 06:17:51,37,FAC922497,94,824.77,581.64,426,351352.02,93441.89,2023-03-17 06:17:51,545
138,2023-05-09 23:25:01,44,FAC966473,30,2039.45,1227.41,169,344667.05,86709.85,2023-05-09 23:25:01,24
139,2023-10-13 05:10:25,35,FAC285825,70,1559.56,1191.35,108,168432.48,45411.96,2023-10-13 05:10:25,623
140,2024-11-28 03:17:44,44,FAC340027,74,1240.63,809.42,259,321323.17,34006.08,2024-11-28 03:17:44,880
141,2023-02-14 04:07:27,49,FAC923769,90,939.18,621.5,428,401969.04,42039.42,2023-02-14 04:07:27,410
142,2023-07-10 20:44:54,38,FAC813813,16,1093.23,697.46,375,409961.25,76145.32,2023-07-10 20:44:54,727
143,2023-07-07 23:49:15,30,FAC620580,31,1315.65,970.47,81,106567.65,19238.86,2023-07-07 23:49:15,967
144,2023-07-30 08:17:54,26,FAC930895,02,574.88,420.79,463,266169.44,34418.06,2023-07-30 08:17:54,565
145,2024-07-20 02:30:39,24,FAC188450,85,1588.05,1142.41,242,384308.1,79983.79,2024-07-20 02:30:39,919
146,2023-10-03 00:53:50,11,FAC806617,21,1193.27,940.51,372,443896.44,75400.59,2023-10-03 00:53:50,934
147,2024-09-18 02:08:47,6,FAC483821,02,1072.27,761.08,397,425691.19,116933.17,2024-09-18 02:08:47,491
148,2023-08-18 22:10:34,50,FAC820106,34,1039.19,833.01,279,289934.01,83330.44,2023-08-18 22:10:34,645
149,2024-09-23 02:25:59,26,FAC782939,99,598.73,407.91,425,254460.25,29154.13,2024-09-23 02:25:59,4
150,2023-06-13 02:24:10,12,FAC695451,51,22.32,15.85,342,7633.44,975.16,2023-06-13 02:24:10,549
151,2023-04-18 05:51:18,30,FAC660211,99,35.04,24.03,70,2452.8,518.78,2023-04-18 05:51:18,712
152,2023-03-12 23:59:53,44,FAC668178,37,1579.14,1121.56,270,426367.8,95799.47,2023-03-12 23:59:53,963
153,2023-06-09 14:53:16,35,FAC139623,43,365.18,233.55,131,47838.58,5997.75,2023-06-09 14:53:16,373
154,2023-02-26 17:33:17,3,FAC794486,70,649.01,392.31,404,262200.04,64482.16,2023-02-26 17:33:17,112
155,2023-07-20 06:22:58,28,FAC362952,65,21.07,13.07,356,7500.92,1825.35,2023-07-20 06:22:58,966
156,2024-05-09 18:18:26,19,FAC454126,95,884.65,586.28,202,178699.3,49410.04,2024-05-09 18:18:26,831
157,2023-03-30 04:35:17,40,FAC188095,37,825.26,592.94,372,306996.72,34753.09,2023-03-30 04:35:17,656
158,2024-05-12 03:54:48,23,FAC949618,97,1600.4,1000.06,329,526531.6,106099.79,2024-05-12 03:54:48,13
159,2023-01-22 13:37:56,3,FAC287739,31,1143.68,756.86,275,314512.0,37217.19,2023-01-22 13:37:56,94
160,2023-01-09 23:52:20,35,FAC665465,99,937.42,687.28,249,233417.58,45637.87,2023-01-09 23:52:20,335
161,2023-03-21 14:00:24,43,FAC498928,10,395.62,262.46,365,144401.3,27494.19,2023-03-21 14:00:24,662
162,2024-07-26 10:46:32,40,FAC583819,64,418.9,345.27,371,155411.9,36170.32,2024-07-26 10:46:32,813
163,2024-05-19 13:42:20,40,FAC998654,80,1034.38,734.64,246,254457.48,53027.76,2024-05-19 13:42:20,708
164,2023-02-10 23:28:54,37,FAC986582,20,2035.02,1394.02,308,626786.16,125009.5,2023-02-10 23:28:54,871
165,2023-10-07 23:50:59,9,FAC886185,05,1115.29,879.14,345,384775.05,53572.51,2023-10-07 23:50:59,671
166,2023-05-18 02:52:24,42,FAC517955,83,596.77,413.9,398,237514.46,48661.33,2023-05-18 02:52:24,594
167,2024-06-08 04:59:18,12,FAC154391,90,1428.9,1077.96,455,650149.5,95894.66,2024-06-08 04:59:18,636
168,2023-07-25 15:49:35,18,FAC477861,97,179.67,121.87,389,69891.63,19495.81,2023-07-25 15:49:35,962
169,2024-05-17 07:54:06,25,FAC578816,73,678.72,542.94,367,249090.24,41442.48,2024-05-17 07:54:06,489
170,2024-09-01 02:05:45,3,FAC668087,23,361.41,278.17,113,40839.33,5455.48,2024-09-01 02:05:45,504
171,2024-05-22 23:10:46,50,FAC363408,24,703.99,510.71,486,342139.14,59842.14,2024-05-22 23:10:46,666
172,2024-08-04 04:37:45,34,FAC247172,46,54.59,44.6,353,19270.27,3445.78,2024-08-04 04:37:45,426
173,2024-09-26 00:58:29,40,FAC239563,88,1134.98,859.62,376,426752.48,63724.8,2024-09-26 00:58:29,574
174,2024-03-11 09:11:18,35,FAC510397,29,315.93,191.94,483,152594.19,23476.69,2024-03-11 09:11:18,877
175,2024-06-04 05:30:21,13,FAC456710,52,1335.11,856.58,343,457942.73,131387.1,2024-06-04 05:30:21,397
176,2023-09-03 09:58:32,11,FAC443807,24,74.32,49.82,400,29728.0,7018.96,2023-09-03 09:58:32,187
177,2023-04-04 03:27:15,35,FAC606779,23,853.22,613.12,419,357499.18,106490.51,2023-04-04 03:27:15,730
178,2024-10-08 15:17:03,22,FAC717741,29,717.72,465.76,344,246895.68,33175.73,2024-10-08 15:17:03,344
179,2023-03-26 09:42:50,45,FAC819781,48,301.31,194.59,321,96720.51,21432.06,2023-03-26 09:42:50,146
180,2024-06-02 21:49:45,7,FAC845134,51,1381.79,1138.54,308,425591.32,51599.6,2024-06-02 21:49:45,436
181,2023-07-29 19:40:31,24,FAC375617,50,396.57,313.57,380,150696.6,29826.84,2023-07-29 19:40:31,836
182,2023-11-17 20:30:05,36,FAC611462,99,1188.29,879.49,362,430160.98,70584.38,2023-11-17 20:30:05,181
183,2024-02-19 17:20:01,44,FAC303591,40,1336.95,1015.95,183,244661.85,35437.15,2024-02-19 17:20:01,77
184,2024-10-23 00:08:04,41,FAC637196,74,1834.39,1106.8,499,915360.61,215187.86,2024-10-23 00:08:04,400
185,2023-09-02 08:15:45,5,FAC728098,62,146.26,106.03,107,15649.82,4425.39,2023-09-02 08:15:45,968
186,2023-12-07 15:52:44,11,FAC449820,75,1727.08,1369.35,317,547484.36,145962.02,2023-12-07 15:52:44,194
187,2024-02-20 18:59:49,16,FAC481916,27,168.57,116.76,69,11631.33,1363.22,2024-02-20 18:59:49,790
188,2023-11-08 20:03:23,26,FAC212745,42,1885.96,1433.17,216,407367.36,64661.42,2023-11-08 20:03:23,461
189,2024-07-13 02:43:39,21,FAC483894,80,1105.82,786.45,160,176931.2,43487.3,2024-07-13 02:43:39,418
190,2023-02-16 14:58:18,14,FAC650004,13,854.53,525.78,293,250377.29,61484.73,2023-02-16 14:58:18,452
191,2023-07-29 11:47:13,16,FAC148016,03,110.27,78.66,279,30765.33,8316.23,2023-07-29 11:47:13,419
192,2023-01-25 09:19:41,40,FAC774561,14,839.67,665.22,483,405560.61,52697.45,2023-01-25 09:19:41,323
193,2024-09-12 15:47:11,19,FAC914044,46,407.22,297.81,455,185285.1,21757.55,2024-09-12 15:47:11,639
194,2023-04-14 17:51:30,12,FAC227940,90,1241.49,806.8,365,453143.85,93276.23,2023-04-14 17:51:30,965
195,2023-09-27 18:50:20,38,FAC868083,17,185.6,121.54,337,62547.2,7007.07,2023-09-27 18:50:20,618
196,2024-04-05 17:20:19,49,FAC346425,66,1696.42,1108.22,189,320623.38,55210.49,2024-04-05 17:20:19,422
197,2024-10-03 04:00:32,34,FAC270697,18,615.17,398.44,442,271905.14,46132.31,2024-10-03 04:00:32,632
198,2024-02-02 01:00:46,22,FAC536294,08,1992.62,1256.38,464,924575.68,235925.66,2024-02-02 01:00:46,816
199,2024-06-22 18:50:32,21,FAC930782,97,2008.88,1294.38,348,699090.24,140718.4,2024-06-22 18:50:32,993
200,2024-06-04 03:25:30,29,FAC275730,18,902.65,552.73,193,174211.45,27826.8,2024-06-04 03:25:30,976
201,2024-11-11 07:52:08,32,FAC876787,86,1363.06,847.33,311,423911.66,70987.0,2024-11-11 07:52:08,243
202,2024-01-30 13:29:49,18,FAC542461,47,1604.4,1149.97,223,357781.2,88220.82,2024-01-30 13:29:49,802
203,2023-09-19 00:40:23,21,FAC286410,65,1306.87,930.91,480,627297.6,139717.72,2023-09-19 00:40:23,829
204,2024-12-20 06:57:33,9,FAC187008,89,740.12,578.25,364,269403.68,75998.06,2024-12-20 06:57:33,242
205,2023-09-03 13:30:18,28,FAC992351,01,246.01,154.32,63,15498.63,1971.81,2023-09-03 13:30:18,225
206,2024-11-08 23:15:37,3,FAC770213,30,173.35,126.79,460,79741.0,12867.67,2024-11-08 23:15:37,660
207,2024-07-10 04:32:21,38,FAC347905,17,2019.24,1433.17,168,339232.32,38858.94,2024-07-10 04:32:21,461
208,2024-03-31 02:08:27,42,FAC441813,41,1252.12,809.22,473,592252.76,72933.98,2024-03-31 02:08:27,590
209,2024-09-19 19:42:53,5,FAC135430,67,943.24,615.23,215,202796.6,34066.98,2024-09-19 19:42:53,343
210,2023-10-08 04:09:46,14,FAC290997,88,313.33,229.84,267,83659.11,17661.21,2023-10-08 04:09:46,843
211,2024-09-04 08:08:36,7,FAC650284,79,803.98,521.8,195,156776.1,42364.73,2024-09-04 08:08:36,987
212,2024-12-09 10:11:46,25,FAC614462,19,181.85,146.72,367,66738.95,19956.29,2024-12-09 10:11:46,809
213,2023-10-06 03:59:59,32,FAC332873,55,1740.88,1070.21,403,701574.64,209134.22,2023-10-06 03:59:59,107
214,2023-08-06 20:52:32,29,FAC406884,83,897.7,511.38,453,406658.1,76538.25,2023-08-06 20:52:32,328
215,2024-01-18 09:53:41,27,FAC987056,66,803.54,686.81,53,42587.62,5363.8,2024-01-18 09:53:41,296
216,2024-01-10 17:01:44,48,FAC172973,68,192.24,121.54,238,45753.12,7209.9,2024-01-10 17:01:44,618
217,2023-08-10 13:53:49,14,FAC946965,14,179.97,104.37,138,24835.86,5998.19,2023-08-10 13:53:49,711
218,2024-03-15 05:34:03,48,FAC309905,78,313.04,239.82,478,149633.12,16846.16,2024-03-15 05:34:03,606
219,2023-07-25 11:26:41,10,FAC419678,80,833.5,577.08,380,316730.0,32121.76,2023-07-25 11:26:41,490
220,2023-01-27 08:23:12,6,FAC194215,67,233.72,166.94,428,100032.16,10165.57,2023-01-27 08:23:12,981
221,2023-11-28 18:25:46,16,FAC852400,71,1160.82,867.55,300,348246.0,45978.97,2023-11-28 18:25:46,812
222,2024-09-18 14:35:01,30,FAC594572,52,425.69,314.47,322,137072.18,18232.22,2024-09-18 14:35:01,19
223,2023-02-07 21:51:45,34,FAC925148,24,191.04,118.6,390,74505.6,14245.88,2023-02-07 21:51:45,236
224,2023-01-07 18:20:58,23,FAC480829,72,1871.46,1394.02,214,400492.44,60902.14,2023-01-07 18:20:58,871
225,2024-03-17 09:52:50,41,FAC698966,05,885.96,636.15,119,105429.24,18532.55,2024-03-17 09:52:50,901
226,2023-10-31 01:22:55,21,FAC913189,86,840.94,584.13,96,80730.24,16322.49,2023-10-31 01:22:55,10
227,2024-02-29 08:27:15,48,FAC864995,14,108.14,74.26,386,41742.04,8797.55,2024-02-29 08:27:15,978
